Stock Name,Ticker,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Year
Trane Technologies,TT,"$2,159.2","$2,429.4","$1,530.8",-,$351.5,"$6,470.9","$1,398.8",-,"$8,810.4","$1,379.7","$11,588.9","$18,059.8","$4,752.4","$4,491.7","$1,150.2","$7,034.3","$11,786.7",$259.7,"$8,353.2",$-637.6,-,"$6,273.1","$18,059.8",2021
Trane Technologies,TT,"$3,289.9","$2,202.1","$1,189.2",-,$224.4,"$6,905.6","$1,349.5",-,"$8,629.199","$1,272.4","$11,251.1","$18,156.7","$4,338.9","$4,496.5","$1,291.1","$7,390.7","$11,729.6",$263.3,"$8,495.3",$-631.5,-,"$6,427.1","$18,156.7",2020
Trane Technologies,TT,"$1,278.6","$2,184.6","$1,278.6",-,"$4,552","$9,293.8","$1,352",-,"$8,449.301","$1,397.2","$11,198.5","$20,492.3","$5,238.6","$4,922.9","$1,398.2","$7,941.3","$13,179.9",$262.8,"$9,730.8","$-1,006.6",-,"$7,312.4","$20,492.3",2019
Trane Technologies,TT,$903.4,"$2,679.2","$1,677.8",-,$471.6,"$5,732","$1,730.8",-,"$9,594.2",$857.9,"$12,182.9","$17,914.9","$4,315.7","$3,740.7","$1,062.4","$6,534.4","$10,850.1",$266.4,"$9,439.8",$-964.1,-,"$7,064.8","$17,914.9",2018
Trane Technologies,TT,"$1,549.4","$2,477.4","$1,555.4",-,$536.9,"$6,119.1","$1,551.3",-,"$9,678.6",$824.3,"$12,054.2","$18,173.3","$4,828","$2,957","$1,138.6","$6,138.4","$10,966.4",$274,"$8,903.2",$-778.8,-,"$7,206.9","$18,173.3",2017
Trane Technologies,TT,"$1,714.7","$2,223","$1,385.8",-,$255.8,"$5,579.3","$1,511",-,"$9,443.5",$863.6,"$11,818.1","$17,397.4","$3,590.3","$3,709.4","$1,138","$7,088.8","$10,679.1",$271.7,"$8,018.8","$-1,290.5",-,"$6,718.3","$17,397.4",2016
Trane Technologies,TT,$736.8,"$2,150.6","$1,410.7",-,$311.3,"$4,609.4","$1,575.1",-,"$9,656.301",$876.8,"$12,108.2","$16,717.6","$3,648.4","$3,713.6","$1,170.4","$7,190","$10,838.4",$269,"$6,897.9","$-1,120.9",-,"$5,879.2","$16,717.6",2015
Trane Technologies,TT,"$1,705.2","$2,119","$1,358.9",-,$225,"$5,707.9","$1,477",-,"$9,173.699",$939.9,"$11,590.6","$17,298.5","$3,666.1","$3,741.7","$1,233","$7,587","$11,253.1",$266.3,"$6,540.8",$-714.3,-,"$6,045.4","$17,298.5",2014
Diageo,DEO,"$2,151.237","$3,555.684","$9,227.675",-,-,"$14,934.6","$7,585.941","$5,155.26","$13,866.2",-,"$27,970.9","$42,905.5","$9,171.063","$18,727.57",$735.95,"$22,542.22","$31,713.28",$857.604,"$4,695.141",-,"$2,241.574","$11,192.21","$42,905.5",2023
Diageo,DEO,"$3,375.67","$4,102.45","$9,442.823",-,$295.504,"$17,216.45","$7,909.396","$5,369.657","$15,842.75",-,"$31,390","$48,606.45","$11,237.15","$20,234.05",$849.242,"$24,705.21","$35,942.36",$962.385,"$4,725.405",-,"$2,893.811","$12,664.08","$48,606.45",2022
Diageo,DEO,"$3,862.733","$3,405.127","$8,135.965",-,-,"$15,403.83","$6,615.099","$4,946.183","$14,487.27",-,"$27,601.72","$43,005.54","$9,612.418","$17,831.83",$823.691,"$22,045.84","$31,658.26",$997.312,"$4,285.346",-,"$2,181.704","$11,347.28","$43,005.54",2021
Diageo,DEO,"$4,284.198","$2,901.101","$7,277.337",-,-,"$14,462.64","$6,275.001","$5,401.267","$14,247.04",-,"$27,532.09","$41,994.73","$8,190.157","$19,142.73",$590.054,"$23,163.42","$31,353.57",$935.514,"$3,034.746",-,"$2,864.538","$10,641.15","$41,994.73",2020
Diageo,DEO,"$1,370.452","$3,593.716","$7,081.315",-,$84.117,"$12,129.6","$5,809.215","$4,692.407","$16,250.01",-,"$28,370.55","$40,500.15","$9,062.582","$13,872.75",$697.52,"$18,294.69","$27,357.27",$974.457,"$5,028.873",-,"$3,069.605","$13,142.88","$40,500.15",2019
Diageo,DEO,"$1,224.423","$3,694.821","$6,755.205",-,$32.328,"$11,706.78","$5,538.864","$4,360.239","$16,934.48",-,"$28,319.32","$40,026.11","$8,566.92","$11,161.24",$669.459,"$15,681.77","$24,248.69","$1,050.66","$7,659.042",-,"$2,873.151","$15,777.41","$40,026.11",2018
Diageo,DEO,"$1,613.278","$3,287.434","$6,072.621",-,-,"$10,973.33","$5,117.59","$3,959.633","$15,937.46",-,"$25,614.59","$36,587.92","$8,446.878","$8,834.978",$393.173,"$12,885.93","$21,332.81","$1,010.835","$6,943.942",-,"$3,415.532","$15,255.11","$36,587.92",2017
Diageo,DEO,"$2,350.814","$3,986.292","$6,795.694",-,$4.452,"$13,137.25","$5,774.633","$4,421.134","$18,358.32",-,"$29,146.24","$42,283.49","$9,182.127","$12,720.22",$479.364,"$17,993.23","$27,175.36","$1,182.828","$5,581.7",-,"$3,895.762","$15,108.14","$42,283.49",2016
Diageo,DEO,$816.42,"$3,837.803","$7,209.082",-,$225.382,"$12,088.69","$5,918.255","$3,904","$17,701.18",-,"$28,581","$40,669.68","$8,337.569","$13,176.2",$483.863,"$17,743.73","$26,081.3","$1,256.152","$5,727.547",-,"$3,142.743","$14,588.38","$40,669.68",2015
Diageo,DEO,"$1,203.61","$4,064.624","$6,867.083",-,$13.012,"$12,148.33","$5,669.979","$5,715.521","$12,834.71",-,"$25,202.62","$37,350.95","$7,890.151","$13,150.25",$564.396,"$17,115.66","$25,005.81","$1,296.321","$3,965.407",-,"$3,648.24","$12,345.13","$37,350.95",2014
Transdigm Group,TDG,"$3,472","$1,230","$1,616",$420,-,"$6,738","$1,255",-,"$11,735",$242,"$13,232","$19,970","$1,579","$19,330",$412,"$20,369","$21,948",$1,"$-2,621",$-98,-,"$-1,978","$19,970",2023
Transdigm Group,TDG,"$3,001",$967,"$1,332",$349,-,"$5,649",$807,-,"$11,391",$260,"$12,458","$18,107","$1,426","$19,369",$482,"$20,447","$21,873",$1,"$-3,914",$-267,-,"$-3,766","$18,107",2022
Transdigm Group,TDG,"$4,787",$791,"$1,185",$267,-,"$7,030",$770,-,"$11,359",$156,"$12,285","$19,315","$1,663","$19,372",$705,"$20,562","$22,225",$1,"$-3,705",$-248,-,"$-2,910","$19,315",2021
Transdigm Group,TDG,"$4,717",$720,"$1,283",$240,-,"$6,960",$752,-,"$10,499",$167,"$11,435","$18,395","$1,616","$19,384",$933,"$20,747","$22,363",$1,"$-4,359",$-401,-,"$-3,968","$18,395",2020
Transdigm Group,TDG,"$1,467","$1,068","$1,233",$135,$962,"$4,865",$757,-,"$10,564",$69,"$11,390","$16,255","$1,538","$16,469",$691,"$17,601","$19,139",$1,"$-3,120",$-379,-,"$-2,884","$16,255",2019
Transdigm Group,TDG,"$2,073.017",$704.31,$805.292,$74.668,-,"$3,657.287",$388.333,-,"$8,011.694",$140.153,"$8,540.181","$12,197.47",$900.382,"$12,501.95",$204.114,"$13,105.56","$14,005.94",$0.569,"$-2,246.578",$4.1,-,"$-1,808.471","$12,197.47",2018
Transdigm Group,TDG,$650.561,$636.127,$730.681,$38.683,$77.5,"$2,133.552",$324.924,$15.809,"$7,463.2",$38.176,"$7,842.109","$9,975.661",$870.994,"$11,393.62",$161.302,"$12,055.87","$12,926.87",$0.561,"$-3,187.22",$-85.143,-,"$-2,951.204","$9,975.661",2017
Transdigm Group,TDG,"$1,586.994",$576.339,$724.011,$43.353,-,"$2,930.697",$310.58,-,"$7,443.795",$41.205,"$7,795.58","$10,726.28",$752.603,"$9,943.191",$189.718,"$10,625.16","$11,377.77",$0.558,"$-1,146.963",$-149.787,-,$-651.49,"$10,726.28",2016
Transdigm Group,TDG,$714.033,$444.072,$591.401,$37.081,-,"$1,786.587",$260.684,-,"$6,226.071",$30.593,"$6,517.348","$8,303.935",$657.594,"$8,106.383",$173.267,"$8,684.646","$9,342.241",$0.551,"$-1,717.232",$-96.009,-,"$-1,038.306","$8,303.935",2015
Transdigm Group,TDG,$819.548,$351.307,$459.074,$21.978,-,"$1,689.576",$212.108,-,"$4,742.23",$112.934,"$5,067.272","$6,756.848",$585.907,"$7,233.836",$90.957,"$7,727.04","$8,312.947",$0.538,"$-2,150.293",$-25.171,-,"$-1,556.099","$6,756.848",2014
American Noble Gas,INFY,"$3,331","$5,151",-,"$1,473",$767,"$10,722","$1,537","$1,404","$1,042",$977,"$5,801","$16,523","$4,651",-,$273,"$1,267","$5,918",$325,"$12,557",-,"$-2,748","$10,605","$16,523",2023
American Noble Gas,INFY,"$2,334","$4,955",-,"$1,336",$1,"$8,626","$1,679","$1,530","$1,095","$1,393","$6,686","$15,312","$4,769",-,$301,"$1,319","$6,088",$325,"$11,401",-,"$-2,920","$9,224","$15,312",2022
American Noble Gas,INFY,"$3,185","$4,521",-,"$1,133",$26,"$8,865","$1,793","$1,801","$1,042","$1,258","$6,690","$15,555","$4,433",-,$356,"$1,128","$5,561",$328,"$11,672",-,"$-2,396","$9,994","$15,555",2021
American Noble Gas,INFY,"$3,700","$3,669",-,$912,$26,"$8,307","$1,863","$1,623","$1,115","$1,111","$6,518","$14,825","$3,264",-,$299,"$1,059","$4,323",$332,"$12,087",-,"$-2,336","$10,502","$14,825",2020
American Noble Gas,INFY,"$3,080","$3,384",-,$739,$9,"$7,212","$1,810",$547,$950,$959,"$5,048","$12,260","$2,757",-,$139,$802,"$3,559",$332,"$11,014",-,"$-3,005","$8,701","$12,260",2019
American Noble Gas,INFY,"$3,835","$2,921",-,$827,$61,"$7,644","$1,931",$670,$612,"$1,196","$4,608","$12,252","$2,693",-,$55,$159,"$2,852",$339,"$11,248",-,"$-2,473","$9,400","$12,252",2018
American Noble Gas,INFY,"$4,023","$2,670",-,$662,$318,"$7,673","$1,863",$883,$377,"$1,263","$4,582","$12,255","$2,164",-,$42,$131,"$2,295",$190,"$11,587",-,"$-2,064","$9,960","$12,255",2017
American Noble Gas,INFY,"$5,027","$2,462",-,$749,$44,"$8,282","$1,807",$995,$683,"$1,004","$4,572","$12,854","$2,161",-,$24,$56,"$2,217",$199,"$12,190",-,"$-2,339","$10,637","$12,854",2016
American Noble Gas,INFY,"$4,946","$2,167",-,$672,$17,"$7,802","$1,589",$289,$717,$900,"$3,576","$11,378","$1,998",-,$17,$56,"$2,054",$199,"$11,083",-,"$-2,528","$9,324","$11,378",2015
American Noble Gas,INFY,"$4,999","$2,009",-,$527,$16,"$7,551","$1,460",$230,$597,$692,"$3,064","$10,615","$1,820",-,$8,$33,"$1,853",$109,"$10,090",-,"$-2,096","$8,762","$10,615",2014
NXP Semiconductors,NXPI,"$4,271",$894,"$2,134",-,$565,"$7,864","$3,323",-,"$10,877","$2,289","$16,489","$24,353","$4,111","$10,175","$1,063","$11,282","$15,393",$56,"$-2,793",$90,-,"$8,960","$24,353",2023
NXP Semiconductors,NXPI,"$3,845",$960,"$1,782",-,$348,"$6,935","$3,105",-,"$11,254","$1,942","$16,301","$23,236","$3,270","$11,165","$1,016","$12,226","$15,496",$56,"$-3,975",$76,-,"$7,740","$23,236",2022
NXP Semiconductors,NXPI,"$2,830",$923,"$1,189",-,$286,"$5,228","$2,635",-,"$11,655","$1,346","$15,636","$20,864","$2,452","$10,572","$1,013","$11,642","$14,094",$56,"$-5,371",$48,-,"$6,770","$20,864",2021
NXP Semiconductors,NXPI,"$2,275",$765,"$1,030",-,$254,"$4,324","$2,284",-,"$12,226","$1,013","$15,523","$19,847","$2,017","$7,609",$985,"$8,679","$10,696",$59,"$-4,328",$117,-,"$9,151","$19,847",2020
NXP Semiconductors,NXPI,"$1,045",$667,"$1,192",-,$313,"$3,267","$2,448",-,"$13,569",$732,"$16,749","$20,016","$1,791","$7,365",$923,"$8,570","$10,361",$64,"$-2,845",$75,-,"$9,655","$20,016",2019
NXP Semiconductors,NXPI,"$2,789",$792,"$1,279",-,$365,"$5,225","$2,436",-,"$13,324",$545,"$16,305","$21,530","$3,385","$6,247",$758,"$7,455","$10,840",$67,"$-1,907",$123,-,"$10,690","$21,530",2018
NXP Semiconductors,NXPI,"$3,547",$879,"$1,236",-,$382,"$6,044","$2,295",-,"$14,729",$981,"$18,005","$24,049","$2,718","$5,814","$1,100","$7,804","$10,522",$71,"$-2,339",$177,-,"$13,527","$24,049",2017
NXP Semiconductors,NXPI,"$1,894","$1,033","$1,113",-,$254,"$5,398","$2,352",$962,"$16,186",-,"$19,500","$24,898","$2,433","$8,766",$884,"$11,309","$13,742",$71,"$-3,934",$34,-,"$11,156","$24,898",2016
NXP Semiconductors,NXPI,"$1,614","$1,047","$1,879",-,$257,"$4,812","$2,922",-,"$18,018",$602,"$21,542","$26,354","$2,548","$8,656","$1,054","$12,291","$14,839",$68,"$-3,542",$181,-,"$11,515","$26,354",2015
NXP Semiconductors,NXPI,"$1,185",$593,$755,-,$97,"$2,630","$1,123",-,"$2,694",$403,"$4,220","$6,850","$1,320","$3,936",$717,"$4,729","$6,049",$51,"$-4,804",$210,-,$801,"$6,850",2014
Equinix,EQIX,"$2,095.712","$1,003.792",-,-,$468.193,"$3,567.697","$18,600.83",-,"$7,441.992","$1,591.312","$29,083.03","$32,650.72","$3,162.25","$14,848.09",$795.549,"$16,999.97","$20,162.22",$0.095,"$-4,760.631","$-1,290.117",-,"$12,488.5","$32,650.72",2023
Equinix,EQIX,"$1,906.421",$855.38,-,-,$543.454,"$3,305.255","$16,649.53",-,"$7,551.866","$1,376.137","$27,005.48","$30,310.74","$1,838.298","$14,895.94",$797.863,"$16,966.61","$18,804.91",$0.093,"$-4,352.732","$-1,389.446",-,"$11,505.83","$30,310.74",2022
Equinix,EQIX,"$1,536.358",$681.809,-,-,$738.934,"$2,957.101","$15,445.78",-,"$7,307.338",$926.066,"$24,961.6","$27,918.7","$1,605.954","$13,560.39",$763.411,"$15,430.98","$17,036.93",$0.091,"$-3,904.647","$-1,085.751",-,"$10,881.76","$27,918.7",2021
Equinix,EQIX,"$1,609.401",$676.738,-,-,$323.016,"$2,609.155","$14,503.08",-,"$7,643.498",$776.047,"$24,397.69","$27,006.84","$2,024.75","$12,090.35",$948.999,"$14,347.97","$16,372.72",$0.089,"$-3,358.972",$-913.368,-,"$10,634.12","$27,006.84",2020
Equinix,EQIX,"$1,879.939",$689.134,-,-,$303.543,"$2,872.616","$12,152.6",-,"$6,884.247",$580.788,"$21,093","$23,965.62","$2,157.863","$11,029.99",$621.725,"$12,967.37","$15,125.23",$0.086,"$-2,777.044",$-934.613,-,"$8,840.382","$23,965.62",2019
Equinix,EQIX,$610.706,$630.119,-,-,$274.857,"$1,515.682","$11,026.02",-,"$7,169.684",$-935.51,"$18,728.96","$20,244.64","$1,515.071","$10,880.53",$629.763,"$11,510.29","$13,025.36",$0.081,"$-2,441.252",$-945.702,-,"$7,219.279","$20,244.64",2018
Equinix,EQIX,"$1,440.788",$576.313,-,-,$232.027,"$2,249.128","$9,394.602",$9.243,"$6,796.734",$241.75,"$16,442.33","$18,691.46","$1,242.734","$9,937.223",$661.71,"$10,598.93","$11,841.67",$0.079,"$-2,340.103",$-785.189,-,"$6,849.79","$18,691.46",2017
Equinix,EQIX,$751.885,$396.245,-,-,$319.396,"$1,467.526","$7,199.21",$10.042,"$3,705.295",$226.298,"$11,140.84","$12,608.37","$1,028.695","$6,590.599",$623.248,"$7,213.847","$8,242.542",$0.072,"$-1,951.061",$-949.142,-,"$4,365.829","$12,608.37",2016
Equinix,EQIX,"$2,721.13",$291.964,-,-,$246.186,"$3,259.28","$5,606.436",$4.584,"$1,287.765",$198.63,"$7,097.415","$10,356.7","$1,656.354","$5,564.542",$390.413,"$5,954.955","$7,611.309",$0.062,"$-1,576.688",$-509.059,-,"$2,745.386","$10,356.7",2015
Equinix,EQIX,"$1,143.369",$262.57,-,-,$85.004,"$1,490.943","$4,998.27",$0.439,"$1,149.656",$142.67,"$6,291.035","$7,781.978",$643.757,"$4,563.126",$304.964,"$4,868.09","$5,511.847",$0.057,$-720.377,$-332.443,-,"$2,270.131","$7,781.978",2014
Illinois Tool Works,ITW,"$1,065","$3,123","$1,707",$340,-,"$6,235","$1,976",-,"$5,566","$1,262","$9,283","$15,518","$4,675","$6,339","$1,165","$7,830","$12,505",$6,"$27,122","$-1,834",-,"$3,013","$15,518",2023
Illinois Tool Works,ITW,$708,"$3,171","$2,054",$329,-,"$6,270","$1,848",-,"$5,632","$1,178","$9,152","$15,422","$4,460","$6,173","$1,216","$7,873","$12,333",$6,"$25,799","$-1,841",-,"$3,089","$15,422",2022
Illinois Tool Works,ITW,"$1,527","$2,840","$1,694",$313,-,"$6,374","$1,809",-,"$5,937","$1,405","$9,703","$16,077","$3,470","$6,909","$1,418","$8,981","$12,451",$6,"$24,325","$-1,502",-,"$3,626","$16,077",2021
Illinois Tool Works,ITW,"$2,564","$2,506","$1,189",$264,-,"$6,523","$1,777",-,"$5,471","$1,308","$9,089","$15,612","$2,589","$7,772","$1,481","$9,841","$12,430",$6,"$23,114","$-1,642",-,"$3,182","$15,612",2020
Illinois Tool Works,ITW,"$1,981","$2,461","$1,164",$296,$351,"$6,253","$1,729",-,"$5,343","$1,227","$8,815","$15,068","$2,154","$7,754","$1,462","$9,884","$12,038",$6,"$22,403","$-1,705",-,"$3,030","$15,068",2019
Illinois Tool Works,ITW,"$1,504","$2,622","$1,318",$334,-,"$5,778","$1,791",-,"$5,717","$1,030","$9,092","$14,870","$3,542","$6,029","$1,334","$8,070","$11,612",$6,"$21,217","$-1,677",-,"$3,258","$14,870",2018
Illinois Tool Works,ITW,"$3,094","$2,628","$1,220",$336,-,"$7,278","$1,778",-,"$6,024","$1,195","$9,502","$16,780","$3,053","$7,478","$1,496","$9,138","$12,191",$6,"$20,210","$-1,287",-,"$4,589","$16,780",2017
Illinois Tool Works,ITW,"$2,472","$2,357","$1,076",$218,-,"$6,123","$1,652",-,"$6,021",$956,"$9,078","$15,201","$2,760","$7,177",$871,"$8,182","$10,942",$6,"$19,505","$-1,807",-,"$4,259","$15,201",2016
